PCN,ISSUED,LOCATION,,FINE,Total Paid,Balance
LS84647684,23/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/09/2020,0,60
LS84647695,23/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,23/09/2020,60,0
LS84647800,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,0,98
LS84647833,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,0,98
LS84647877,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647888,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647913,23/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,23/09/2020,0,60
LS84648042,23/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,30,0
LS84648075,23/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,23/09/2020,30,0
LS84648086,23/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,23/09/2020,30,0
LS84648097,23/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,23/09/2020,30,0
LS84648100,23/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,23/09/2020,30,0
LS84648111,23/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,23/09/2020,30,0
LS84648213,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,60,0
LS84648235,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84648450,23/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/09/2020,0,60
LS84648461,23/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/09/2020,30,0
LS84648472,23/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/09/2020,0,90
LS84648563,23/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,23/09/2020,0,60
LS84649067,23/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,23/09/2020,30,0
LS84649089,23/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,23/09/2020,30,0
LS8464909A,23/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,23/09/2020,30,0
LS8464917A,23/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,0,98
LS84649205,23/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,30,0
LS84649373,23/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,23/09/2020,30,0
LS84649453,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84649475,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,0,90
LS84649657,23/09/2020,"BUS LANE, BURLEY ROAD",60,23/09/2020,30,0
LS84648483,24/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/09/2020,90,0
LS84648508,24/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/09/2020,60,0
LS84648530,24/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/09/2020,30,0
LS84648585,24/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,24/09/2020,0,0
LS84648610,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,0,0
LS84648621,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648643,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648654,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648665,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648676,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648698,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648789,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,30,0
LS8464879A,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,0,98
LS84648803,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,30,0
LS84648814,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,0,60
LS84648825,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,0,98
LS84648836,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,30,0
LS84648905,24/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,24/09/2020,0,60
LS84648916,24/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,24/09/2020,30,0
LS84648927,24/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,24/09/2020,30,0
LS84649034,24/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,24/09/2020,90,0
LS84649045,24/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,30/09/2020,0,0
LS84649114,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,30,0
LS84649125,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,60,0
LS84649136,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,30,0
LS84649169,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,0,98
LS84649227,24/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,24/09/2020,30,0
LS84649238,24/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,24/09/2020,30,0
LS84649249,24/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,24/09/2020,30,0
LS8464925A,24/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,24/09/2020,30,0
LS8464933A,24/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,24/09/2020,30,0
LS84649486,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,30,0
LS84649497,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,30,0
LS84649500,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,0,90
LS84649511,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,90,0
LS84649544,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,30,0
LS84649566,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,90,0
LS84649577,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,0,90
LS84648494,24/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/09/2020,30,0
LS84648519,24/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/09/2020,0,98
LS8464852A,24/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,24/09/2020,30,0
LS84648574,24/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,24/09/2020,25,0
LS84648632,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,30,0
LS84648687,24/09/2020,"BUS LANE, CANAL STREET",60,24/09/2020,0,0
LS84648847,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,0,98
LS84648858,24/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,24/09/2020,30,0
LS84649012,24/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,24/09/2020,0,98
LS84649023,24/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,24/09/2020,30,0
LS84649045,24/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,24/09/2020,0,0
LS84649103,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,30,0
LS84649147,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,30,0
LS84649158,24/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,24/09/2020,30,0
LS84649307,24/09/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,24/09/2020,30,0
LS84649384,24/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,24/09/2020,30,0
LS84649395,24/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,24/09/2020,0,0
LS84649409,24/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,24/09/2020,30,0
LS84649522,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,30,0
LS84649533,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,60,0
LS84649555,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,0,90
LS84649588,24/09/2020,"BUS LANE, NEW MARKET STREET",60,24/09/2020,0,0
LS84648541,25/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,25/09/2020,30,0
LS84648596,25/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,25/09/2020,30,0
LS84648701,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,0,0
LS84648723,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,30,0
LS84648767,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,30,0
LS8464887A,25/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,25/09/2020,98,0
LS84648891,25/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,25/09/2020,90,0
LS84648938,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,0,98
LS8464895A,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,30,0
LS84648971,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,0,98
LS84648982,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,0,90
LS84648993,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,90,0
LS84649001,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,30,0
LS84649271,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS84649293,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,0,60
LS84649329,25/09/2020,"BUS LANE, YORK RD SERVICE RD",60,25/09/2020,30,0
LS84649340,25/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,25/09/2020,30,0
LS84649351,25/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,25/09/2020,30,0
LS8464941A,25/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,25/09/2020,30,0
LS84649602,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,30,0
LS84649613,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,30,0
LS84649646,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,60,0
LS84649883,25/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,25/09/2020,30,0
LS84649908,25/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,25/09/2020,30,0
LS84650237,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,30,0
LS84650361,25/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,25/09/2020,30,0
LS84650383,25/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,25/09/2020,30,0
LS84650394,25/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,25/09/2020,30,0
LS84650408,25/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,25/09/2020,30,0
LS84650419,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS8465042A,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS84650430,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,0,90
LS84650452,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS84650463,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS8465050A,25/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,25/09/2020,0,90
LS84650532,25/09/2020,"BUS LANE, YORK RD SERVICE RD",60,25/09/2020,0,0
LS84650554,25/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,25/09/2020,30,0
LS84650667,25/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,25/09/2020,30,0
LS84650747,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84650758,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84650769,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS8465077A,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84650805,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84650827,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84648712,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,90,0
LS84648734,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,30,0
LS84648745,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,30,0
LS84648756,25/09/2020,"BUS LANE, CANAL STREET",60,25/09/2020,30,0
LS84648869,25/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,25/09/2020,30,0
LS84648880,25/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,25/09/2020,0,98
LS84648949,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,0,60
LS84648960,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,30,0
LS84649056,25/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,25/09/2020,90,0
LS84649260,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,90,0
LS84649282,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS84649318,25/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,25/09/2020,30,0
LS84649420,25/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,25/09/2020,30,0
LS84649599,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,30,0
LS84649624,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,60
LS84649635,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,30,0
LS84649872,25/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,25/09/2020,30,0
LS84649894,25/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,25/09/2020,0,60
LS84649919,25/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,25/09/2020,30,0
LS84650099,25/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,25/09/2020,0,60
LS84650226,25/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,25/09/2020,0,0
LS84650350,25/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,25/09/2020,30,0
LS84650372,25/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,25/09/2020,30,0
LS84650441,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS84650474,25/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,25/09/2020,30,0
LS84650780,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84650791,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84650816,25/09/2020,"BUS LANE, NEW MARKET STREET",60,25/09/2020,0,90
LS84651397,25/09/2020,"BUS LANE, BURLEY ROAD",60,25/09/2020,90,0
LS84651477,25/09/2020,"BUS LANE, ELLAND RD PARK & RIDE",60,25/09/2020,30,0
LS84651488,25/09/2020,"BUS LANE, ELLAND RD PARK & RIDE",60,25/09/2020,0,0
LS8464992A,26/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,26/09/2020,30,0
LS84649941,26/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,26/09/2020,30,0
LS84650022,26/09/2020,"BUS LANE, CANAL STREET",60,26/09/2020,30,0
LS84650033,26/09/2020,"BUS LANE, CANAL STREET",60,26/09/2020,30,0
LS84650135,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650146,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650168,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS8465018A,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650204,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS8465026A,26/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,26/09/2020,0,60
LS84650328,26/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,26/09/2020,30,0
LS84650510,26/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,26/09/2020,30,0
LS84650576,26/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,0,0
LS84650678,26/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,26/09/2020,30,0
LS84650689,26/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,26/09/2020,0,90
LS8465069A,26/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,26/09/2020,30,0
LS84650714,26/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,26/09/2020,30,0
LS84650838,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650849,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS8465085A,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650871,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650882,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650929,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS8465093A,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650940,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650951,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650962,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650973,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650984,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84651003,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84651036,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,60
LS84649930,26/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,26/09/2020,30,0
LS84649963,26/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,26/09/2020,90,0
LS84649974,26/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,26/09/2020,30,0
LS84649985,26/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,26/09/2020,30,0
LS84650102,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650113,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650124,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650157,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650179,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650190,26/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84650248,26/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,26/09/2020,0,90
LS84650259,26/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,26/09/2020,30,0
LS84650339,26/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,26/09/2020,30,0
LS84650485,26/09/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,26/09/2020,30,0
LS84650565,26/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,30,0
LS84650587,26/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,60,0
LS84650598,26/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,30,0
LS84650601,26/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,30,0
LS84650703,26/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,26/09/2020,30,0
LS84650860,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,60
LS84650893,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650907,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650918,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84650995,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84651014,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84651025,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84651047,26/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,0,90
LS84651400,26/09/2020,"BUS LANE, BURLEY ROAD",60,26/09/2020,0,90
LS84650000,27/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,27/09/2020,30,0
LS84650011,27/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,27/09/2020,30,0
LS84650055,27/09/2020,"BUS LANE, CANAL STREET",60,27/09/2020,30,0
LS84650066,27/09/2020,"BUS LANE, CANAL STREET",60,27/09/2020,0,0
LS84650281,27/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,27/09/2020,30,0
LS8465034A,27/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,27/09/2020,30,0
LS84650496,27/09/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,27/09/2020,30,0
LS84650612,27/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,27/09/2020,30,0
LS84650725,27/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,27/09/2020,30,0
LS84650736,27/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,27/09/2020,30,0
LS84651058,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS8465107A,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651080,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651105,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS8465115A,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651171,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651193,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651207,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651218,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS8465123A,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651273,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651284,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651411,27/09/2020,"BUS LANE, BURLEY ROAD",60,27/09/2020,30,0
LS84649996,27/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,27/09/2020,30,0
LS84650044,27/09/2020,"BUS LANE, CANAL STREET",60,27/09/2020,30,0
LS84650270,27/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,27/09/2020,30,0
LS84650521,27/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,27/09/2020,30,0
LS84650543,27/09/2020,"BUS LANE, YORK RD SERVICE RD",60,27/09/2020,30,0
LS84650623,27/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,27/09/2020,0,0
LS84650634,27/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,27/09/2020,30,0
LS84650645,27/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,27/09/2020,0,0
LS84651069,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651091,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651116,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651127,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651138,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,0
LS84651149,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651160,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651182,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651229,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651240,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651251,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651262,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84651295,27/09/2020,"BUS LANE, NEW MARKET STREET",60,27/09/2020,0,90
LS84650088,28/09/2020,"BUS LANE, CANAL STREET",60,28/09/2020,0,90
LS84650215,28/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,28/09/2020,30,0
