PCN,ISSUED,LOCATION,,FINE,Total Paid,Balance
LS8457341A,02/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,24/07/2020,30,0
LS84573431,02/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/09/2020,90,0
LS84573442,02/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,18/08/2020,0,0
LS8457368A,02/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,02/09/2020,0,98
LS8457368A,02/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,29/09/2020,0,98
LS84573817,02/07/2020,"BUS LANE, NEW MARKET STREET",60,11/09/2020,90,0
LS84573828,02/07/2020,"BUS LANE, NEW MARKET STREET",60,02/07/2020,30,0
LS84573839,02/07/2020,"BUS LANE, NEW MARKET STREET",60,02/07/2020,30,0
LS84573839,02/07/2020,"BUS LANE, NEW MARKET STREET",60,25/08/2020,30,0
LS8457384A,02/07/2020,"BUS LANE, NEW MARKET STREET",60,02/07/2020,0,0
LS84574296,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574310,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574321,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574332,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574354,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574376,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574387,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574398,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574401,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574412,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,0
LS84574423,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574489,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574503,02/07/2020,"BUS LANE, BOAR LANE",60,29/09/2020,0,98
LS84574547,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS8457457A,02/07/2020,"BUS LANE, BOAR LANE",60,30/07/2020,0,0
LS84574580,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574605,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574616,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574638,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574649,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574671,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574682,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574707,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574718,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574740,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574751,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS8457481A,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84574831,02/07/2020,"BUS LANE, BOAR LANE",60,02/07/2020,0,60
LS84571753,03/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,03/07/2020,30,0
LS84571753,03/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,21/07/2020,30,0
LS84571833,03/07/2020,"BUS LANE, CANAL STREET",60,21/09/2020,98,0
LS84571844,03/07/2020,"BUS LANE, CANAL STREET",60,03/07/2020,30,0
LS84571844,03/07/2020,"BUS LANE, CANAL STREET",60,24/07/2020,30,0
LS84571855,03/07/2020,"BUS LANE, CANAL STREET",60,23/07/2020,30,0
LS84571866,03/07/2020,"BUS LANE, CANAL STREET",60,17/07/2020,30,0
LS84571877,03/07/2020,"BUS LANE, CANAL STREET",60,03/07/2020,60,0
LS84571888,03/07/2020,"BUS LANE, CANAL STREET",60,03/07/2020,30,0
LS84571888,03/07/2020,"BUS LANE, CANAL STREET",60,17/07/2020,30,0
LS84571899,03/07/2020,"BUS LANE, CANAL STREET",60,03/07/2020,0,60
LS84571979,03/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,03/07/2020,0,60
LS8457198A,03/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,20/07/2020,30,0
LS84571990,03/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,03/07/2020,30,0
LS84572009,03/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,03/07/2020,0,98
LS84572009,03/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,14/08/2020,0,98
LS84572009,03/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,07/09/2020,0,98
LS84572100,03/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,03/07/2020,30,0
LS84572122,03/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,03/07/2020,30,0
LS84572122,03/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,24/07/2020,30,0
LS84572133,03/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,03/07/2020,30,0
LS84572133,03/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,17/07/2020,30,0
LS84572235,03/07/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,23/07/2020,30,0
LS84572392,03/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,17/07/2020,30,0
LS84572406,03/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,03/07/2020,30,0
LS84572406,03/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,21/07/2020,30,0
LS84572836,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572836,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,27/07/2020,30,0
LS84572847,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,23/07/2020,0,0
LS84572858,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572858,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84572869,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS8457287A,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,0,60
LS84572880,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,05/08/2020,30,0
LS84572891,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572905,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572916,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572916,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84572927,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572927,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/07/2020,30,0
LS84572938,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/07/2020,30,0
LS84572938,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,20/07/2020,30,0
LS84572949,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,22/07/2020,30,0
LS8457295A,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,0,98
LS8457295A,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,0,98
LS8457295A,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/09/2020,0,98
LS84572960,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,26/07/2020,30,0
LS84572971,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,60,0
LS84572971,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/08/2020,60,0
LS84572982,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84572993,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84573001,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84573023,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/07/2020,30,0
LS84573034,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84573045,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,0,98
LS84573056,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,0,60
LS84573067,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,90,0
LS84573067,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,90,0
LS84573067,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,25/08/2020,90,0
LS84573078,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/07/2020,30,0
LS84573078,03/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/07/2020,30,0
LS84573453,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/07/2020,30,0
LS84573453,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,21/07/2020,30,0
LS84573464,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/07/2020,0,0
LS84573475,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,21/08/2020,0,98
LS84573486,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/07/2020,30,0
LS84573497,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/07/2020,30,0
LS84573497,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,24/07/2020,30,0
LS84573500,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,23/07/2020,30,0
LS84573511,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,28/07/2020,30,0
LS84573522,03/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,03/07/2020,30,0
